address,search_key,suburb,street_id,street_name,street_key,latitude,longitude
1 Exploration Lane Melbourne,1 exploration lane melbourne,Central City,616,Exploration Lane,Central City|616,-37.80930129,144.96834025
1 Export Lane Kensington,1 export lane kensington,Kensington,119663,Export Lane,Kensington|119663,-37.78978315,144.92556558
1 Fairbairn Drive Kensington,1 fairbairn drive kensington,Kensington,2038,Fairbairn Drive,Kensington|2038,-37.79538387,144.91846371
1 Fairlie Court South Yarra,1 fairlie court south yarra,South Yarra,619,Fairlie Court,South Yarra|619,-37.83268903,144.98419483
1 Faraday Street Carlton,1 faraday street carlton,Carlton,621,Faraday Street,Carlton|621,-37.79958253,144.97439815
1 Fawkner Street Southbank,1 fawkner street southbank,Southbank,1340,Fawkner Street,Southbank|1340,-37.82210654,144.96685793
1 Fink Street Kensington,1 fink street kensington,Kensington,626,Fink Street,Kensington|626,-37.79728294,144.93306753
1 Fisken Place Kensington,1 fisken place kensington,Kensington,117792,Fisken Place,Kensington|117792,-37.79535140,144.92408254
1 Fitzgibbon Street Parkville,1 fitzgibbon street parkville,Parkville,629,Fitzgibbon Street,Parkville|629,-37.79679032,144.95653888
1 Flagstaff Lane West Melbourne,1 flagstaff lane west melbourne,North and West Melbourne,3058,Flagstaff Lane,North and West Melbourne|3058,-37.80956394,144.95193597
1 Flanigan Lane Melbourne,1 flanigan lane melbourne,Central City,630,Flanigan Lane,Central City|630,-37.81090894,144.96066073
1 Fleming Place Melbourne,1 fleming place melbourne,Central City,631,Fleming Place,Central City|631,-37.81602010,144.96300037
1 Flemington Road North Melbourne,1 flemington road north melbourne,North and West Melbourne,632,Flemington Road,North and West Melbourne|632,-37.80122831,144.95652044
1 Flinders Court Melbourne,1 flinders court melbourne,Central City,634,Flinders Court,Central City|634,-37.81807857,144.96446469
1 Flinders Lane Melbourne,1 flinders lane melbourne,Central City,635,Flinders Lane,Central City|635,-37.81441623,144.97423450
1 Flinders Street East Melbourne,1 flinders street east melbourne,East Melbourne,636,Flinders Street,East Melbourne|636,-37.81543510,144.97487997
1 Fogarty Street North Melbourne,1 fogarty street north melbourne,North and West Melbourne,639,Fogarty Street,North and West Melbourne|639,-37.79783453,144.94124827
1 Foundry Way Docklands,1 foundry way docklands,Docklands,120034,Foundry Way,Docklands|120034,-37.82298070,144.93781337
1 Francis Lane Kensington,1 francis lane kensington,Kensington,1443,Francis Lane,Kensington|1443,-37.79344483,144.91924131
1 Francis Street Melbourne,1 francis street melbourne,Central City,642,Francis Street,Central City|642,-37.81794166,144.95622425
1 Franklin Street Melbourne,1 franklin street melbourne,Central City,644,Franklin Street,Central City|644,-37.80701968,144.96486847
1 Frearson Walk Kensington,1 frearson walk kensington,Kensington,117796,Frearson Walk,Kensington|117796,-37.79478578,144.92346658
1 Frederick Way Melbourne,1 frederick way melbourne,Central City,120139,Frederick Way,Central City|120139,-37.81023791,144.95694546
1 Freshwater Place Southbank,1 freshwater place southbank,Southbank,117888,Freshwater Place,Southbank|117888,-37.82175386,144.96267613
1 Fulham Place Melbourne,1 fulham place melbourne,Central City,645,Fulham Place,Central City|645,-37.81751605,144.96311441
1 Gallaghers Place Melbourne,1 gallaghers place melbourne,Central City,1252,Gallaghers Place,Central City|1252,-37.81715001,144.95666878
1 Garden Avenue East Melbourne,1 garden avenue east melbourne,East Melbourne,646,Garden Avenue,East Melbourne|646,-37.81656709,144.98868568
1 Gardiner Street North Melbourne,1 gardiner street north melbourne,North and West Melbourne,647,Gardiner Street,North and West Melbourne|647,-37.80456240,144.95340862
1 Gardner Lane Kensington,1 gardner lane kensington,Kensington,1411,Gardner Lane,Kensington|1411,-37.79195036,144.92276729
1 Garrard Street Parkville,1 garrard street parkville,Parkville,119263,Garrard Street,Parkville|119263,-37.77934670,144.94221190
1 Gatehouse Drive Kensington,1 gatehouse drive kensington,Kensington,1412,Gatehouse Drive,Kensington|1412,-37.79130561,144.91990562
1 Gatehouse Street Parkville,1 gatehouse street parkville,Parkville,649,Gatehouse Street,Parkville|649,-37.79630434,144.95136834
1 Gem Place Melbourne,1 gem place melbourne,Central City,119549,Gem Place,Central City|119549,-37.82076495,144.95674861
1 George Parade Melbourne,1 george parade melbourne,Central City,651,George Parade,Central City|651,-37.81539527,144.97040456
1 George Street East Melbourne,1 george street east melbourne,East Melbourne,652,George Street,East Melbourne|652,-37.81586915,144.99005874
1 George Street North Melbourne,1 george street north melbourne,North and West Melbourne,119647,George Street,North and West Melbourne|119647,-37.79049392,144.94099845
1 Georgiana Street Docklands,1 georgiana street docklands,Docklands,118682,Georgiana Street,Docklands|118682,-37.82181796,144.95048312
1 Gibbons Place Carlton,1 gibbons place carlton,Carlton,3042,Gibbons Place,Carlton|3042,-37.80398049,144.96464480
1 Gilbertson Walk Kensington,1 gilbertson walk kensington,Kensington,1413,Gilbertson Walk,Kensington|1413,-37.79084877,144.92256014
1 Gipps Street East Melbourne,1 gipps street east melbourne,East Melbourne,656,Gipps Street,East Melbourne|656,-37.81362912,144.99046264
1 Gisborne Street East Melbourne,1 gisborne street east melbourne,East Melbourne,657,Gisborne Street,East Melbourne|657,-37.81057719,144.97524874
1 Glass Street North Melbourne,1 glass street north melbourne,North and West Melbourne,659,Glass Street,North and West Melbourne|659,-37.80208373,144.94942123
1 Godfrey Street Melbourne,1 godfrey street melbourne,Central City,661,Godfrey Street,Central City|661,-37.81783091,144.95414139
1 Goldie Place Melbourne,1 goldie place melbourne,Central City,663,Goldie Place,Central City|663,-37.81375066,144.96079689
1 Goldsbrough Lane Melbourne,1 goldsbrough lane melbourne,Central City,664,Goldsbrough Lane,Central City|664,-37.81570991,144.95751178
1 Goldsbrough Walk Kensington,1 goldsbrough walk kensington,Kensington,3233,Goldsbrough Walk,Kensington|3233,-37.79660686,144.91864835
1 Goldspink Place Carlton,1 goldspink place carlton,Carlton,1254,Goldspink Place,Carlton|1254,-37.80010565,144.96977469
1 Gordon Crescent Kensington,1 gordon crescent kensington,Kensington,119658,Gordon Crescent,Kensington|119658,-37.79108046,144.92720661
1 Gordon Place Melbourne,1 gordon place melbourne,Central City,1445,Gordon Place,Central City|1445,-37.81047684,144.97196675
1 Government House Drive Melbourne,1 government house drive melbourne,Central City,667,Government House Drive,Central City|667,-37.82741078,144.97471470
1 Gower Street Kensington,1 gower street kensington,Kensington,668,Gower Street,Kensington|668,-37.79454105,144.93003492
1 Gracie Street North Melbourne,1 gracie street north melbourne,North and West Melbourne,669,Gracie Street,North and West Melbourne|669,-37.79792937,144.93716605
1 Graham Street Kensington,1 graham street kensington,Kensington,1298,Graham Street,Kensington|1298,-37.79326376,144.92177102
1 Grant Street Southbank,1 grant street southbank,Southbank,1351,Grant Street,Southbank|1351,-37.82519309,144.97056191
1 Grattan Place Carlton,1 grattan place carlton,Carlton,673,Grattan Place,Carlton|673,-37.80182626,144.96566374
1 Grattan Street Carlton,1 grattan street carlton,Carlton,674,Grattan Street,Carlton|674,-37.80118339,144.96965593
1 Green Place East Melbourne,1 green place east melbourne,East Melbourne,3250,Green Place,East Melbourne|3250,-37.81013894,144.98787127
1 Green Street North Melbourne,1 green street north melbourne,North and West Melbourne,675,Green Street,North and West Melbourne|675,-37.79877572,144.93988122
1 Greenham Place Kensington,1 greenham place kensington,Kensington,1414,Greenham Place,Kensington|1414,-37.79159379,144.92121464
1 Gregory Lane Kensington,1 gregory lane kensington,Kensington,1415,Gregory Lane,Kensington|1415,-37.79065192,144.92231554
1 Grey Street East Melbourne,1 grey street east melbourne,East Melbourne,677,Grey Street,East Melbourne|677,-37.81253582,144.99064828
1 Guests Lane Melbourne,1 guests lane melbourne,Central City,681,Guests Lane,Central City|681,-37.81477244,144.95708082
1 Guildford Lane Melbourne,1 guildford lane melbourne,Central City,682,Guildford Lane,Central City|682,-37.81111364,144.96074110
1 Halford Lane Kensington,1 halford lane kensington,Kensington,1416,Halford Lane,Kensington|1416,-37.79140561,144.92096607
1 Hall Street Port Melbourne,1 hall street port melbourne,Fishermans Bend,1388,Hall Street,Fishermans Bend|1388,-37.82366606,144.92656591
1 Hampden Road Kensington,1 hampden road kensington,Kensington,686,Hampden Road,Kensington|686,-37.79507301,144.93040426
1 Hancock Street Southbank,1 hancock street southbank,Southbank,1361,Hancock Street,Southbank|1361,-37.82740354,144.96056838
1 Harbison Lane West Melbourne,1 harbison lane west melbourne,North and West Melbourne,2876,Harbison Lane,North and West Melbourne|2876,-37.80769508,144.95531838
1 Harbour Esplanade Docklands,1 harbour esplanade docklands,Docklands,117766,Harbour Esplanade,Docklands|117766,-37.82228504,144.94755298
1 Harcourt Street North Melbourne,1 harcourt street north melbourne,North and West Melbourne,687,Harcourt Street,North and West Melbourne|687,-37.79932837,144.95094842
1 Hardiman Street Kensington,1 hardiman street kensington,Kensington,688,Hardiman Street,Kensington|688,-37.79536796,144.93151721
1 Hardware Lane Melbourne,1 hardware lane melbourne,Central City,3226,Hardware Lane,Central City|3226,-37.81453713,144.96160644
1 Hardwick Lane Kensington,1 hardwick lane kensington,Kensington,1417,Hardwick Lane,Kensington|1417,-37.79026529,144.92301043
1 Hardwicke Street North Melbourne,1 hardwicke street north melbourne,North and West Melbourne,690,Hardwicke Street,North and West Melbourne|690,-37.79835463,144.94689744
1 Harker Street North Melbourne,1 harker street north melbourne,North and West Melbourne,691,Harker Street,North and West Melbourne|691,-37.79803817,144.94916960
1 Harris Street North Melbourne,1 harris street north melbourne,North and West Melbourne,693,Harris Street,North and West Melbourne|693,-37.79951663,144.94949259
1 Hartley Street Docklands,1 hartley street docklands,Fishermans Bend,1372,Hartley Street,Fishermans Bend|1372,-37.82389127,144.94059936
1 Harwood Place Melbourne,1 harwood place melbourne,Central City,694,Harwood Place,Central City|694,-37.81118982,144.97183642
1 Hawke Street West Melbourne,1 hawke street west melbourne,North and West Melbourne,696,Hawke Street,North and West Melbourne|696,-37.80567766,144.94869355
1 Hay Place Melbourne,1 hay place melbourne,Central City,697,Hay Place,Central City|697,-37.81989533,144.95681057
1 Hayes Lane East Melbourne,1 hayes lane east melbourne,East Melbourne,1418,Hayes Lane,East Melbourne|1418,-37.81365359,144.99018606
1 Hayward Lane Melbourne,1 hayward lane melbourne,Central City,698,Hayward Lane,Central City|698,-37.81058310,144.96748568
1 Healeys Lane Melbourne,1 healeys lane melbourne,Central City,699,Healeys Lane,Central City|699,-37.81392425,144.95598437
1 Heffernan Lane Melbourne,1 heffernan lane melbourne,Central City,701,Heffernan Lane,Central City|701,-37.81200415,144.96679622
1 Henderson Street North Melbourne,1 henderson street north melbourne,North and West Melbourne,702,Henderson Street,North and West Melbourne|702,-37.79837808,144.94005856
1 Henry Street Kensington,1 henry street kensington,Kensington,703,Henry Street,Kensington|703,-37.79440262,144.92883461
1 High Street North Melbourne,1 high street north melbourne,North and West Melbourne,707,High Street,North and West Melbourne|707,-37.79979452,144.95372217
1 Highlander Lane Melbourne,1 highlander lane melbourne,Central City,710,Highlander Lane,Central City|710,-37.81998766,144.95814638
1 Hobsons Road Kensington,1 hobsons road kensington,Kensington,713,Hobsons Road,Kensington|713,-37.79843051,144.91992036
1 Hodgson Lane Kensington,1 hodgson lane kensington,Kensington,3235,Hodgson Lane,Kensington|3235,-37.79671381,144.92007842
1 Hoff Boulevard Southbank,1 hoff boulevard southbank,Southbank,120183,Hoff Boulevard,Southbank|120183,-37.82502587,144.96352299
1 Holgate Lane Kensington,1 holgate lane kensington,Kensington,3171,Holgate Lane,Kensington|3171,-37.79589029,144.92353216
1 Holmwood Place Carlton,1 holmwood place carlton,Carlton,716,Holmwood Place,Carlton|716,-37.79630561,144.96584116
1 Holsten Lane North Kensington,1 holsten lane north kensington,Kensington,1419,Holsten Lane North,Kensington|1419,-37.79441541,144.91822332
1 Holsten Lane South Kensington,1 holsten lane south kensington,Kensington,1420,Holsten Lane South,Kensington|1420,-37.79500224,144.91875943
1 Hope Street South Yarra,1 hope street south yarra,South Yarra,720,Hope Street,South Yarra|720,-37.83724755,144.97898950
1 Hopetoun Street Kensington,1 hopetoun street kensington,Kensington,119659,Hopetoun Street,Kensington|119659,-37.79180747,144.92726155
1 Hornsby Lane Kensington,1 hornsby lane kensington,Kensington,1421,Hornsby Lane,Kensington|1421,-37.79410591,144.92030347
1 Hosier Lane Melbourne,1 hosier lane melbourne,Central City,722,Hosier Lane,Central City|722,-37.81668117,144.96918380
1 Hotham Street East Melbourne,1 hotham street east melbourne,East Melbourne,725,Hotham Street,East Melbourne|725,-37.81479488,144.99025101
1 Howard Street West Melbourne,1 howard street west melbourne,North and West Melbourne,726,Howard Street,North and West Melbourne|726,-37.80721498,144.95323469
1 Howey Place Melbourne,1 howey place melbourne,Central City,727,Howey Place,Central City|727,-37.81483862,144.96522739
1 Howlett Street Kensington,1 howlett street kensington,Kensington,1422,Howlett Street,Kensington|1422,-37.78996919,144.92273644
1 Hyam Place Carlton,1 hyam place carlton,Carlton,731,Hyam Place,Carlton|731,-37.80186049,144.96610567
1 Ievers Street Parkville,1 ievers street parkville,Parkville,733,Ievers Street,Parkville|733,-37.78184613,144.95937011
1 Ievers Terrace Carlton,1 ievers terrace carlton,Carlton,734,Ievers Terrace,Carlton|734,-37.80349475,144.96474718
1 Ireland Street West Melbourne,1 ireland street west melbourne,North and West Melbourne,737,Ireland Street,North and West Melbourne|737,-37.80796094,144.94576233
1 Jane Bell Lane Melbourne,1 jane bell lane melbourne,Central City,117926,Jane Bell Lane,Central City|117926,-37.81022786,144.96670680
1 Jeffcott Street West Melbourne,1 jeffcott street west melbourne,North and West Melbourne,740,Jeffcott Street,North and West Melbourne|740,-37.81153569,144.95327790
