address,search_key,suburb,street_id,street_name,street_key,latitude,longitude
254 Russell Street Melbourne,254 russell street melbourne,Central City,1045,Russell Street,Central City|1045,-37.81038155,144.96717376
254 Salmon Street Port Melbourne,254 salmon street port melbourne,Fishermans Bend,1393,Salmon Street,Fishermans Bend|1393,-37.82328561,144.92155521
254 Spencer Street Melbourne,254 spencer street melbourne,Central City,1086,Spencer Street,Central City|1086,-37.81470807,144.95233554
254 Spring Street East Melbourne,254 spring street east melbourne,East Melbourne,1088,Spring Street,East Melbourne|1088,-37.80901724,144.97213656
254 St Kilda Road Southbank,254 st kilda road southbank,Southbank,1056,St Kilda Road,Southbank|1056,-37.82601654,144.97090634
254 Sturt Street Southbank,254 sturt street southbank,Southbank,364,Sturt Street,Southbank|364,-37.82899637,144.96551283
254 Swanston Street Melbourne,254 swanston street melbourne,Central City,1114,Swanston Street,Central City|1114,-37.81200725,144.96511589
254 The Avenue Parkville,254 the avenue parkville,Parkville,405,The Avenue,Parkville|405,-37.78127599,144.95767452
254 Victoria Parade East Melbourne,254 victoria parade east melbourne,East Melbourne,1151,Victoria Parade,East Melbourne|1151,-37.80899248,144.98022960
254 Victoria Street North Melbourne,254 victoria street north melbourne,North and West Melbourne,1152,Victoria Street,North and West Melbourne|1152,-37.80595558,144.95786946
254 Walsh Street South Yarra,254 walsh street south yarra,South Yarra,1155,Walsh Street,South Yarra|1155,-37.83226611,144.98601863
254 Wellington Parade East Melbourne,254 wellington parade east melbourne,East Melbourne,1169,Wellington Parade,East Melbourne|1169,-37.81574374,144.98069763
254 William Street Melbourne,254 william street melbourne,Central City,1179,William Street,Central City|1179,-37.81324366,144.95726653
255 Abbotsford Street North Melbourne,255 abbotsford street north melbourne,North and West Melbourne,367,Abbotsford Street,North and West Melbourne|367,-37.80129762,144.94559177
255 Adderley Street West Melbourne,255 adderley street west melbourne,North and West Melbourne,371,Adderley Street,North and West Melbourne|371,-37.80807640,144.94399490
255 Arden Street North Melbourne,255 arden street north melbourne,North and West Melbourne,395,Arden Street,North and West Melbourne|395,-37.79980398,144.93807362
255 Boundary Street Port Melbourne,255 boundary street port melbourne,Fishermans Bend,1379,Boundary Street,Fishermans Bend|1379,-37.82318819,144.93738426
255 Bourke Street Melbourne,255 bourke street melbourne,Central City,455,Bourke Street,Central City|455,-37.81350117,144.96620104
255 Bouverie Street Carlton,255 bouverie street carlton,Carlton,456,Bouverie Street,Carlton|456,-37.80052563,144.96228661
255 Cardigan Street Carlton,255 cardigan street carlton,Carlton,483,Cardigan Street,Carlton|483,-37.80076408,144.96524987
255 City Road Southbank,255 city road southbank,Southbank,1345,City Road,Southbank|1345,-37.82665200,144.95950273
255 Collins Street Melbourne,255 collins street melbourne,Central City,526,Collins Street,Central City|526,-37.81595479,144.96543977
255 Domain Road South Yarra,255 domain road south yarra,South Yarra,572,Domain Road,South Yarra|572,-37.83477743,144.98683588
255 Drummond Street Carlton,255 drummond street carlton,Carlton,583,Drummond Street,Carlton|583,-37.79999036,144.96838818
255 Dryburgh Street North Melbourne,255 dryburgh street north melbourne,North and West Melbourne,585,Dryburgh Street,North and West Melbourne|585,-37.80045542,144.94375116
255 Dynon Road West Melbourne,255 dynon road west melbourne,North and West Melbourne,588,Dynon Road,North and West Melbourne|588,-37.80266104,144.92402478
255 Elgin Street Carlton,255 elgin street carlton,Carlton,598,Elgin Street,Carlton|598,-37.79708314,144.96556277
255 Elizabeth Street Melbourne,255 elizabeth street melbourne,Central City,599,Elizabeth Street,Central City|599,-37.81271121,144.96227155
255 Errol Street North Melbourne,255 errol street north melbourne,North and West Melbourne,607,Errol Street,North and West Melbourne|607,-37.79815270,144.95032122
255 Exhibition Street Melbourne,255 exhibition street melbourne,Central City,615,Exhibition Street,Central City|615,-37.80980832,144.96934151
255 Faraday Street Carlton,255 faraday street carlton,Carlton,621,Faraday Street,Carlton|621,-37.79859927,144.96532069
255 Flemington Road North Melbourne,255 flemington road north melbourne,North and West Melbourne,632,Flemington Road,North and West Melbourne|632,-37.79327819,144.94655731
255 Flinders Lane Melbourne,255 flinders lane melbourne,Central City,635,Flinders Lane,Central City|635,-37.81683948,144.96591301
255 Flinders Street Melbourne,255 flinders street melbourne,Central City,636,Flinders Street,Central City|636,-37.81806017,144.96588212
255 Footscray Road Docklands,255 footscray road docklands,Docklands,640,Footscray Road,Docklands|640,-37.81263264,144.94227003
255 Franklin Street Melbourne,255 franklin street melbourne,Central City,644,Franklin Street,Central City|644,-37.80947696,144.95661591
255 King Street Melbourne,255 king street melbourne,Central City,761,King Street,Central City|761,-37.81415799,144.95452130
255 La Trobe Street Melbourne,255 la trobe street melbourne,Central City,780,La Trobe Street,Central City|780,-37.81031691,144.96185654
255 Little Bourke Street Melbourne,255 little bourke street melbourne,Central City,809,Little Bourke Street,Central City|809,-37.81264157,144.96502067
255 Little Collins Street Melbourne,255 little collins street melbourne,Central City,812,Little Collins Street,Central City|812,-37.81463308,144.96587354
255 Little Lonsdale Street Melbourne,255 little lonsdale street melbourne,Central City,825,Little Lonsdale Street,Central City|825,-37.81055736,144.96451525
255 Lonsdale Street Melbourne,255 lonsdale street melbourne,Central City,803,Lonsdale Street,Central City|803,-37.81163917,144.96497322
255 Lorimer Street Port Melbourne,255 lorimer street port melbourne,Fishermans Bend,1370,Lorimer Street,Fishermans Bend|1370,-37.82712895,144.90261169
255 Lygon Street Carlton,255 lygon street carlton,Carlton,840,Lygon Street,Carlton|840,-37.79951344,144.96696172
255 Macaulay Road North Melbourne,255 macaulay road north melbourne,North and West Melbourne,847,Macaulay Road,North and West Melbourne|847,-37.79545030,144.93830694
255 Mile Lane Parkville,255 mile lane parkville,Parkville,897,Mile Lane,Parkville|897,-37.78346558,144.95821776
255 Nicholson Street Carlton,255 nicholson street carlton,Carlton,931,Nicholson Street,Carlton|931,-37.79407613,144.97536631
255 Peel Street North Melbourne,255 peel street north melbourne,North and West Melbourne,973,Peel Street,North and West Melbourne|973,-37.80128443,144.95655125
255 Punt Road Melbourne,255 punt road melbourne,Central City,1004,Punt Road,Central City|1004,-37.84899823,144.98434815
255 Queen Street Melbourne,255 queen street melbourne,Central City,1010,Queen Street,Central City|1010,-37.81272997,144.95946784
255 Queensberry Street Carlton,255 queensberry street carlton,Carlton,1008,Queensberry Street,Carlton|1008,-37.80435429,144.96008765
255 Racecourse Road Kensington,255 racecourse road kensington,Kensington,119624,Racecourse Road,Kensington|119624,-37.78854538,144.93275007
255 Rosslyn Street West Melbourne,255 rosslyn street west melbourne,North and West Melbourne,1038,Rosslyn Street,North and West Melbourne|1038,-37.81072629,144.94673143
255 Royal Parade Parkville,255 royal parade parkville,Parkville,1041,Royal Parade,Parkville|1041,-37.78794524,144.95865436
255 Salmon Street Port Melbourne,255 salmon street port melbourne,Fishermans Bend,1393,Salmon Street,Fishermans Bend|1393,-37.82198985,144.92080119
255 Spencer Street Docklands,255 spencer street docklands,Docklands,1086,Spencer Street,Docklands|1086,-37.81459962,144.95191228
255 Spring Street Melbourne,255 spring street melbourne,Central City,1088,Spring Street,Central City|1088,-37.80887660,144.97171364
255 Swanston Street Melbourne,255 swanston street melbourne,Central City,1114,Swanston Street,Central City|1114,-37.81212577,144.96480341
255 Victoria Street West Melbourne,255 victoria street west melbourne,North and West Melbourne,1152,Victoria Street,North and West Melbourne|1152,-37.80567358,144.95289534
255 Walsh Street South Yarra,255 walsh street south yarra,South Yarra,1155,Walsh Street,South Yarra|1155,-37.83208340,144.98591988
255 Wellington Parade South East Melbourne,255 wellington parade south east melbourne,East Melbourne,1170,Wellington Parade South,East Melbourne|1170,-37.81617881,144.97606441
255 William Street Melbourne,255 william street melbourne,Central City,1179,William Street,Central City|1179,-37.81308377,144.95684111
256 Adderley Street West Melbourne,256 adderley street west melbourne,North and West Melbourne,371,Adderley Street,North and West Melbourne|371,-37.80781430,144.94409953
256 Albert Street East Melbourne,256 albert street east melbourne,East Melbourne,375,Albert Street,East Melbourne|375,-37.81016176,144.98250978
256 Arden Street North Melbourne,256 arden street north melbourne,North and West Melbourne,395,Arden Street,North and West Melbourne|395,-37.79964084,144.93909892
256 Bellair Street Kensington,256 bellair street kensington,Kensington,430,Bellair Street,Kensington|430,-37.79618677,144.93073602
256 Bourke Street Melbourne,256 bourke street melbourne,Central City,455,Bourke Street,Central City|455,-37.81331732,144.96587118
256 Cardigan Street Carlton,256 cardigan street carlton,Carlton,483,Cardigan Street,Carlton|483,-37.79899998,144.96589245
256 City Road Southbank,256 city road southbank,Southbank,1345,City Road,Southbank|1345,-37.82592862,144.95973313
256 Collins Street Melbourne,256 collins street melbourne,Central City,526,Collins Street,Central City|526,-37.81569096,144.96536900
256 Domain Road South Yarra,256 domain road south yarra,South Yarra,572,Domain Road,South Yarra|572,-37.83459582,144.98686219
256 Drummond Street Carlton,256 drummond street carlton,Carlton,583,Drummond Street,Carlton|583,-37.80003462,144.96872756
256 Dryburgh Street North Melbourne,256 dryburgh street north melbourne,North and West Melbourne,585,Dryburgh Street,North and West Melbourne|585,-37.80058813,144.94409714
256 Dudley Street West Melbourne,256 dudley street west melbourne,North and West Melbourne,586,Dudley Street,North and West Melbourne|586,-37.81098953,144.94734619
256 Dynon Road West Melbourne,256 dynon road west melbourne,North and West Melbourne,588,Dynon Road,North and West Melbourne|588,-37.80240301,144.92418879
256 Elgin Street Carlton,256 elgin street carlton,Carlton,598,Elgin Street,Carlton|598,-37.79680848,144.96556774
256 Elizabeth Street Melbourne,256 elizabeth street melbourne,Central City,599,Elizabeth Street,Central City|599,-37.81246413,144.96252215
256 Exhibition Street Melbourne,256 exhibition street melbourne,Central City,615,Exhibition Street,Central City|615,-37.80965852,144.96964031
256 Faraday Street Carlton,256 faraday street carlton,Carlton,621,Faraday Street,Carlton|621,-37.79833466,144.96540694
256 Flinders Street Melbourne,256 flinders street melbourne,Central City,636,Flinders Street,Central City|636,-37.81776478,144.96590945
256 Footscray Road West Melbourne,256 footscray road west melbourne,North and West Melbourne,640,Footscray Road,North and West Melbourne|640,-37.81217058,144.94261914
256 Grattan Street Parkville,256 grattan street parkville,Parkville,674,Grattan Street,Parkville|674,-37.79979916,144.95952508
256 King Street Melbourne,256 king street melbourne,Central City,761,King Street,Central City|761,-37.81406623,144.95484433
256 La Trobe Street Melbourne,256 la trobe street melbourne,Central City,780,La Trobe Street,Central City|780,-37.80995143,144.96212614
256 Little Collins Street Melbourne,256 little collins street melbourne,Central City,812,Little Collins Street,Central City|812,-37.81452330,144.96588030
256 Little Lonsdale Street Melbourne,256 little lonsdale street melbourne,Central City,825,Little Lonsdale Street,Central City|825,-37.81114940,144.96215612
256 Lorimer Street Port Melbourne,256 lorimer street port melbourne,Fishermans Bend,1370,Lorimer Street,Fishermans Bend|1370,-37.82658991,144.90355271
256 Lygon Street Carlton,256 lygon street carlton,Carlton,840,Lygon Street,Carlton|840,-37.80117203,144.96702831
256 Macaulay Road North Melbourne,256 macaulay road north melbourne,North and West Melbourne,847,Macaulay Road,North and West Melbourne|847,-37.79519729,144.93763509
256 Mile Lane Parkville,256 mile lane parkville,Parkville,897,Mile Lane,Parkville|897,-37.78360519,144.95826765
256 Queen Street Melbourne,256 queen street melbourne,Central City,1010,Queen Street,Central City|1010,-37.81253210,144.95975761
256 Rathdowne Street Carlton,256 rathdowne street carlton,Carlton,1024,Rathdowne Street,Carlton|1024,-37.79284199,144.97147531
256 Rosslyn Street West Melbourne,256 rosslyn street west melbourne,North and West Melbourne,1038,Rosslyn Street,North and West Melbourne|1038,-37.81044664,144.94665565
256 Russell Street Melbourne,256 russell street melbourne,Central City,1045,Russell Street,Central City|1045,-37.81035417,144.96716095
256 Salmon Street Port Melbourne,256 salmon street port melbourne,Fishermans Bend,1393,Salmon Street,Fishermans Bend|1393,-37.82321677,144.92153395
256 Spencer Street Melbourne,256 spencer street melbourne,Central City,1086,Spencer Street,Central City|1086,-37.81466216,144.95231428
256 Spring Street East Melbourne,256 spring street east melbourne,East Melbourne,1088,Spring Street,East Melbourne|1088,-37.80896747,144.97211368
256 St Kilda Road Southbank,256 st kilda road southbank,Southbank,1056,St Kilda Road,Southbank|1056,-37.82623760,144.97095837
256 Sturt Street Southbank,256 sturt street southbank,Southbank,364,Sturt Street,Southbank|364,-37.82905508,144.96549508
256 Swanston Street Melbourne,256 swanston street melbourne,Central City,1114,Swanston Street,Central City|1114,-37.81197225,144.96509976
256 The Avenue Parkville,256 the avenue parkville,Parkville,405,The Avenue,Parkville|405,-37.78123145,144.95768945
256 Victoria Parade East Melbourne,256 victoria parade east melbourne,East Melbourne,1151,Victoria Parade,East Melbourne|1151,-37.80899881,144.98028645
256 Victoria Street North Melbourne,256 victoria street north melbourne,North and West Melbourne,1152,Victoria Street,North and West Melbourne|1152,-37.80594958,144.95781595
256 Walsh Street South Yarra,256 walsh street south yarra,South Yarra,1155,Walsh Street,South Yarra|1155,-37.83222688,144.98602682
256 Wellington Parade East Melbourne,256 wellington parade east melbourne,East Melbourne,1169,Wellington Parade,East Melbourne|1169,-37.81572848,144.98055848
256 William Street Melbourne,256 william street melbourne,Central City,1179,William Street,Central City|1179,-37.81320373,144.95724825
257 Abbotsford Street North Melbourne,257 abbotsford street north melbourne,North and West Melbourne,367,Abbotsford Street,North and West Melbourne|367,-37.80125380,144.94559980
257 Adderley Street West Melbourne,257 adderley street west melbourne,North and West Melbourne,371,Adderley Street,North and West Melbourne|371,-37.80805454,144.94394530
257 Arden Street North Melbourne,257 arden street north melbourne,North and West Melbourne,395,Arden Street,North and West Melbourne|395,-37.79979125,144.93795820
257 Boundary Street Port Melbourne,257 boundary street port melbourne,Fishermans Bend,1379,Boundary Street,Fishermans Bend|1379,-37.82318227,144.93726602
257 Bourke Street Melbourne,257 bourke street melbourne,Central City,455,Bourke Street,Central City|455,-37.81351633,144.96614760
257 Bouverie Street Carlton,257 bouverie street carlton,Carlton,456,Bouverie Street,Carlton|456,-37.80046674,144.96229690
257 Cardigan Street Carlton,257 cardigan street carlton,Carlton,483,Cardigan Street,Carlton|483,-37.80071996,144.96525714
257 City Road Southbank,257 city road southbank,Southbank,1345,City Road,Southbank|1345,-37.82668280,144.95946658
257 Collins Street Melbourne,257 collins street melbourne,Central City,526,Collins Street,Central City|526,-37.81597053,144.96538622
257 Domain Road South Yarra,257 domain road south yarra,South Yarra,572,Domain Road,South Yarra|572,-37.83479482,144.98697924
257 Drummond Street Carlton,257 drummond street carlton,Carlton,583,Drummond Street,Carlton|583,-37.79994678,144.96839565
257 Dynon Road West Melbourne,257 dynon road west melbourne,North and West Melbourne,588,Dynon Road,North and West Melbourne|588,-37.80264851,144.92391062
257 Elgin Street Carlton,257 elgin street carlton,Carlton,598,Elgin Street,Carlton|598,-37.79707697,144.96550597
257 Elizabeth Street Melbourne,257 elizabeth street melbourne,Central City,599,Elizabeth Street,Central City|599,-37.81267379,144.96225398
257 Errol Street North Melbourne,257 errol street north melbourne,North and West Melbourne,607,Errol Street,North and West Melbourne|607,-37.79811479,144.95032812
257 Exhibition Street Melbourne,257 exhibition street melbourne,Central City,615,Exhibition Street,Central City|615,-37.80976794,144.96932295
257 Faraday Street Carlton,257 faraday street carlton,Carlton,621,Faraday Street,Carlton|621,-37.79859015,144.96523634
257 Flemington Road North Melbourne,257 flemington road north melbourne,North and West Melbourne,632,Flemington Road,North and West Melbourne|632,-37.79321388,144.94647641
257 Flinders Lane Melbourne,257 flinders lane melbourne,Central City,635,Flinders Lane,Central City|635,-37.81685399,144.96586262
257 Flinders Street Melbourne,257 flinders street melbourne,Central City,636,Flinders Street,Central City|636,-37.81807735,144.96582279
257 Footscray Road Docklands,257 footscray road docklands,Docklands,640,Footscray Road,Docklands|640,-37.81259180,144.94219979
257 Franklin Street Melbourne,257 franklin street melbourne,Central City,644,Franklin Street,Central City|644,-37.80947286,144.95657926
257 Grattan Street Melbourne,257 grattan street melbourne,Central City,674,Grattan Street,Central City|674,-37.79997646,144.95866046
257 King Street Melbourne,257 king street melbourne,Central City,761,King Street,Central City|761,-37.81411772,144.95450275
257 La Trobe Street Melbourne,257 la trobe street melbourne,Central City,780,La Trobe Street,Central City|780,-37.81033185,144.96180545
257 Little Bourke Street Melbourne,257 little bourke street melbourne,Central City,809,Little Bourke Street,Central City|809,-37.81265394,144.96497781
257 Little Collins Street Melbourne,257 little collins street melbourne,Central City,812,Little Collins Street,Central City|812,-37.81464816,144.96582278
257 Lonsdale Street Melbourne,257 lonsdale street melbourne,Central City,803,Lonsdale Street,Central City|803,-37.81174457,144.96459709
257 Lorimer Street Port Melbourne,257 lorimer street port melbourne,Fishermans Bend,1370,Lorimer Street,Fishermans Bend|1370,-37.82702831,144.90269180
257 Lygon Street Carlton,257 lygon street carlton,Carlton,840,Lygon Street,Carlton|840,-37.79946874,144.96696937
257 Macaulay Road North Melbourne,257 macaulay road north melbourne,North and West Melbourne,847,Macaulay Road,North and West Melbourne|847,-37.79544395,144.93825047
257 Mile Lane Parkville,257 mile lane parkville,Parkville,897,Mile Lane,Parkville|897,-37.78342030,144.95822343
257 Nicholson Street Carlton,257 nicholson street carlton,Carlton,931,Nicholson Street,Carlton|931,-37.79403438,144.97537360
257 Punt Road Melbourne,257 punt road melbourne,Central City,1004,Punt Road,Central City|1004,-37.84897615,144.98435180
257 Queen Street Melbourne,257 queen street melbourne,Central City,1010,Queen Street,Central City|1010,-37.81268789,144.95944887
257 Queensberry Street Carlton,257 queensberry street carlton,Carlton,1008,Queensberry Street,Carlton|1008,-37.80435012,144.96005017
257 Racecourse Road Kensington,257 racecourse road kensington,Kensington,119624,Racecourse Road,Kensington|119624,-37.78854176,144.93271502
257 Rathdowne Street Carlton,257 rathdowne street carlton,Carlton,1024,Rathdowne Street,Carlton|1024,-37.80069030,144.96973460
257 Rosslyn Street West Melbourne,257 rosslyn street west melbourne,North and West Melbourne,1038,Rosslyn Street,North and West Melbourne|1038,-37.81075174,144.94667892
257 Royal Parade Parkville,257 royal parade parkville,Parkville,1041,Royal Parade,Parkville|1041,-37.78789317,144.95866065
257 Russell Street Melbourne,257 russell street melbourne,Central City,1045,Russell Street,Central City|1045,-37.81034894,144.96679195
257 Salmon Street Port Melbourne,257 salmon street port melbourne,Fishermans Bend,1393,Salmon Street,Fishermans Bend|1393,-37.82183011,144.92075199
257 Spencer Street Docklands,257 spencer street docklands,Docklands,1086,Spencer Street,Docklands|1086,-37.81454963,144.95188924
257 Spring Street Melbourne,257 spring street melbourne,Central City,1088,Spring Street,Central City|1088,-37.80883524,144.97169493
257 Swanston Street Melbourne,257 swanston street melbourne,Central City,1114,Swanston Street,Central City|1114,-37.81208866,144.96478623
257 Victoria Street West Melbourne,257 victoria street west melbourne,North and West Melbourne,1152,Victoria Street,North and West Melbourne|1152,-37.80566727,144.95283851
257 Walsh Street South Yarra,257 walsh street south yarra,South Yarra,1155,Walsh Street,South Yarra|1155,-37.83203596,144.98592968
257 Wellington Parade South East Melbourne,257 wellington parade south east melbourne,East Melbourne,1170,Wellington Parade South,East Melbourne|1170,-37.81617444,144.97603218
257 William Street Melbourne,257 william street melbourne,Central City,1179,William Street,Central City|1179,-37.81305140,144.95682633
258 Abbotsford Street North Melbourne,258 abbotsford street north melbourne,North and West Melbourne,367,Abbotsford Street,North and West Melbourne|367,-37.80101601,144.94598903
258 Adderley Street West Melbourne,258 adderley street west melbourne,North and West Melbourne,371,Adderley Street,North and West Melbourne|371,-37.80778521,144.94403346
258 Albert Street East Melbourne,258 albert street east melbourne,East Melbourne,375,Albert Street,East Melbourne|375,-37.81015555,144.98245287
258 Arden Street North Melbourne,258 arden street north melbourne,North and West Melbourne,395,Arden Street,North and West Melbourne|395,-37.79963793,144.93907262
258 Bellair Street Kensington,258 bellair street kensington,Kensington,430,Bellair Street,Kensington|430,-37.79624443,144.93075467
258 Bourke Street Melbourne,258 bourke street melbourne,Central City,455,Bourke Street,Central City|455,-37.81333317,144.96581744
258 Cardigan Street Carlton,258 cardigan street carlton,Carlton,483,Cardigan Street,Carlton|483,-37.79895495,144.96590036
258 City Road Southbank,258 city road southbank,Southbank,1345,City Road,Southbank|1345,-37.82597166,144.95970673
258 Collins Street Melbourne,258 collins street melbourne,Central City,526,Collins Street,Central City|526,-37.81570744,144.96531309
258 Domain Road South Yarra,258 domain road south yarra,South Yarra,572,Domain Road,South Yarra|572,-37.83460715,144.98695777
258 Drummond Street Carlton,258 drummond street carlton,Carlton,583,Drummond Street,Carlton|583,-37.79998052,144.96873676
258 Dryburgh Street North Melbourne,258 dryburgh street north melbourne,North and West Melbourne,585,Dryburgh Street,North and West Melbourne|585,-37.80054093,144.94410573
258 Dudley Street West Melbourne,258 dudley street west melbourne,North and West Melbourne,586,Dudley Street,North and West Melbourne|586,-37.81101000,144.94729260
258 Dynon Road West Melbourne,258 dynon road west melbourne,North and West Melbourne,588,Dynon Road,North and West Melbourne|588,-37.80239058,144.92407521
258 Elgin Street Carlton,258 elgin street carlton,Carlton,598,Elgin Street,Carlton|598,-37.79680271,144.96551636
258 Elizabeth Street Melbourne,258 elizabeth street melbourne,Central City,599,Elizabeth Street,Central City|599,-37.81242381,144.96250369
258 Exhibition Street Melbourne,258 exhibition street melbourne,Central City,615,Exhibition Street,Central City|615,-37.80962166,144.96962341
258 Faraday Street Carlton,258 faraday street carlton,Carlton,621,Faraday Street,Carlton|621,-37.79832852,144.96535010
258 Flinders Lane Melbourne,258 flinders lane melbourne,Central City,635,Flinders Lane,Central City|635,-37.81683994,144.96559075
258 Flinders Street Melbourne,258 flinders street melbourne,Central City,636,Flinders Street,Central City|636,-37.81778271,144.96584768
258 Footscray Road West Melbourne,258 footscray road west melbourne,North and West Melbourne,640,Footscray Road,North and West Melbourne|640,-37.81212073,144.94253355
258 Grattan Street Parkville,258 grattan street parkville,Parkville,674,Grattan Street,Parkville|674,-37.79979055,144.95944641
258 King Street Melbourne,258 king street melbourne,Central City,761,King Street,Central City|761,-37.81401220,144.95481909
258 La Trobe Street Melbourne,258 la trobe street melbourne,Central City,780,La Trobe Street,Central City|780,-37.80995614,144.96211000
258 Little Bourke Street Melbourne,258 little bourke street melbourne,Central City,809,Little Bourke Street,Central City|809,-37.81254807,144.96496202
258 Little Collins Street Melbourne,258 little collins street melbourne,Central City,812,Little Collins Street,Central City|812,-37.81453938,144.96582565
258 Little Lonsdale Street Melbourne,258 little lonsdale street melbourne,Central City,825,Little Lonsdale Street,Central City|825,-37.81116694,144.96209639
258 Lonsdale Street Melbourne,258 lonsdale street melbourne,Central City,803,Lonsdale Street,Central City|803,-37.81149189,144.96448382
258 Lorimer Street Port Melbourne,258 lorimer street port melbourne,Fishermans Bend,1370,Lorimer Street,Fishermans Bend|1370,-37.82645944,144.90369633
258 Lygon Street Carlton,258 lygon street carlton,Carlton,840,Lygon Street,Carlton|840,-37.80112537,144.96703631
258 Macaulay Road North Melbourne,258 macaulay road north melbourne,North and West Melbourne,847,Macaulay Road,North and West Melbourne|847,-37.79519138,144.93758227
258 Mile Lane Parkville,258 mile lane parkville,Parkville,897,Mile Lane,Parkville|897,-37.78355991,144.95827328
258 Queen Street Melbourne,258 queen street melbourne,Central City,1010,Queen Street,Central City|1010,-37.81248914,144.95973820
258 Queensberry Street Carlton,258 queensberry street carlton,Carlton,1008,Queensberry Street,Carlton|1008,-37.80407441,144.96003871
258 Rathdowne Street Carlton,258 rathdowne street carlton,Carlton,1024,Rathdowne Street,Carlton|1024,-37.79279735,144.97148297
258 Rosslyn Street West Melbourne,258 rosslyn street west melbourne,North and West Melbourne,1038,Rosslyn Street,North and West Melbourne|1038,-37.81045869,144.94663109
258 Russell Street Melbourne,258 russell street melbourne,Central City,1045,Russell Street,Central City|1045,-37.81032579,144.96714767
258 Salmon Street Port Melbourne,258 salmon street port melbourne,Fishermans Bend,1393,Salmon Street,Fishermans Bend|1393,-37.82314792,144.92151269
258 Spencer Street Melbourne,258 spencer street melbourne,Central City,1086,Spencer Street,Central City|1086,-37.81461626,144.95229301
258 Spring Street East Melbourne,258 spring street east melbourne,East Melbourne,1088,Spring Street,East Melbourne|1088,-37.80891771,144.97209080
258 St Kilda Road Southbank,258 st kilda road southbank,Southbank,1056,St Kilda Road,Southbank|1056,-37.82632079,144.97097543
258 Sturt Street Southbank,258 sturt street southbank,Southbank,364,Sturt Street,Southbank|364,-37.82911380,144.96547733
258 Swanston Street Melbourne,258 swanston street melbourne,Central City,1114,Swanston Street,Central City|1114,-37.81193725,144.96508363
258 The Avenue Parkville,258 the avenue parkville,Parkville,405,The Avenue,Parkville|405,-37.78118700,144.95770479
258 Victoria Parade East Melbourne,258 victoria parade east melbourne,East Melbourne,1151,Victoria Parade,East Melbourne|1151,-37.80900513,144.98034315
258 Victoria Street North Melbourne,258 victoria street north melbourne,North and West Melbourne,1152,Victoria Street,North and West Melbourne|1152,-37.80594394,144.95776565
258 Walsh Street South Yarra,258 walsh street south yarra,South Yarra,1155,Walsh Street,South Yarra|1155,-37.83219002,144.98603451
258 Wellington Parade East Melbourne,258 wellington parade east melbourne,East Melbourne,1169,Wellington Parade,East Melbourne|1169,-37.81571321,144.98041934
258 William Street Melbourne,258 william street melbourne,Central City,1179,William Street,Central City|1179,-37.81316381,144.95722998
259 Abbotsford Street North Melbourne,259 abbotsford street north melbourne,North and West Melbourne,367,Abbotsford Street,North and West Melbourne|367,-37.80120893,144.94560802
259 Adderley Street West Melbourne,259 adderley street west melbourne,North and West Melbourne,371,Adderley Street,North and West Melbourne|371,-37.80803268,144.94389571
259 Arden Street North Melbourne,259 arden street north melbourne,North and West Melbourne,395,Arden Street,North and West Melbourne|395,-37.79977851,144.93784279
259 Boundary Street Port Melbourne,259 boundary street port melbourne,Fishermans Bend,1379,Boundary Street,Fishermans Bend|1379,-37.82316262,144.93714904
259 Bourke Street Melbourne,259 bourke street melbourne,Central City,455,Bourke Street,Central City|455,-37.81353150,144.96609416
259 Bouverie Street Carlton,259 bouverie street carlton,Carlton,456,Bouverie Street,Carlton|456,-37.80040785,144.96230718
259 City Road Southbank,259 city road southbank,Southbank,1345,City Road,Southbank|1345,-37.82671360,144.95943044
259 Collins Street Melbourne,259 collins street melbourne,Central City,526,Collins Street,Central City|526,-37.81598963,144.96532123
259 Drummond Street Carlton,259 drummond street carlton,Carlton,583,Drummond Street,Carlton|583,-37.79990232,144.96840328
259 Dynon Road West Melbourne,259 dynon road west melbourne,North and West Melbourne,588,Dynon Road,North and West Melbourne|588,-37.80263597,144.92379647
259 Elgin Street Carlton,259 elgin street carlton,Carlton,598,Elgin Street,Carlton|598,-37.79707080,144.96544917
259 Elizabeth Street Melbourne,259 elizabeth street melbourne,Central City,599,Elizabeth Street,Central City|599,-37.81263408,144.96223533
259 Errol Street North Melbourne,259 errol street north melbourne,North and West Melbourne,607,Errol Street,North and West Melbourne|607,-37.79807132,144.95033604
259 Exhibition Street Melbourne,259 exhibition street melbourne,Central City,615,Exhibition Street,Central City|615,-37.80972756,144.96930440
259 Faraday Street Carlton,259 faraday street carlton,Carlton,621,Faraday Street,Carlton|621,-37.79858103,144.96515199
259 Flemington Road North Melbourne,259 flemington road north melbourne,North and West Melbourne,632,Flemington Road,North and West Melbourne|632,-37.79314956,144.94639552
259 Flinders Lane Melbourne,259 flinders lane melbourne,Central City,635,Flinders Lane,Central City|635,-37.81686850,144.96581223
259 Flinders Street Melbourne,259 flinders street melbourne,Central City,636,Flinders Street,Central City|636,-37.81809454,144.96576347
259 Footscray Road Docklands,259 footscray road docklands,Docklands,640,Footscray Road,Docklands|640,-37.81254655,144.94212195
259 Franklin Street Melbourne,259 franklin street melbourne,Central City,644,Franklin Street,Central City|644,-37.80946637,144.95652129
259 Grattan Street Melbourne,259 grattan street melbourne,Central City,674,Grattan Street,Central City|674,-37.79997069,144.95860646
